header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Huizingalaan 26,3572 LM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42674809-huizingalaan-26/?navigateSource=resultlist,20220131_160126,"€ 745,000 kosten koper","€ 6,422    The asking price per m² (€ 745,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1962,Gable roof covered with roof tiles,Living area116 m²External storage space24 m²,116 m²,24 m²,220 m²,389 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,Jacuzzi and toilet,3 stories,"Air conditioning, outdoor awning, skylight, jacuzzi, mechanical ventilation, TV via cable and solar panels",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,CH boiler,220 m²,Full ownership,In residential district,"Back garden, front garden and side garden",Detached brick garage,1 car,Electricity and heating,"Paid parking, parking on private property, public parking and resident's parking permits",no
