header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Eemslandweg 62-A6,7894 AC Zwartemeer        ,https://www.funda.nl/en/koop/zwartemeer/appartement-41328836-eemslandweg-62-a6/?navigateSource=resultlist,20220129_100720,"€ 236,500 vrij op naam","€ 2,750    The asking price per m² (€ 236,500) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 227,500 vrij op naam",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Living area86 m²Exterior space attached to the building5 m²External storage space12 m²,86 m²,5 m²,12 m²,260 m³,3 rooms (2 bedrooms),3 stories,2nd floor,"Optical fibre, elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler from 2022, in ownership",Part of parcel,Full ownership,Patio/atrium and location,Detached wooden storage,Electricity,Carport,Parking on private property,no
