header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Polderland 77,1112 RH Diemen        ,https://www.funda.nl/en/koop/diemen/huis-42419560-polderland-77/?navigateSource=resultlist,20220128_051849,"€ 400,000 kosten koper","€ 4,706    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1982,Living area85 m²External storage space8 m²,85 m²,8 m²,103 m²,305 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Mechanical ventilation and TV via cable,C        What does this mean?,Energy efficient window,Complete floor heating,CH boiler,103 m²,Full ownership,"Alongside a quiet road, sheltered location, In wooded surroundings and in residential district",Back garden,3.500 m² (7 meter deep and 5 meter broad),Located at the east,Detached brick storage,Resident's parking permits,no
