header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Kruisakker 15,5625 SB Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42660026-kruisakker-15/?navigateSource=resultlist,20220201_003343,"€ 349,000 kosten koper","€ 2,748    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1967,Gable roof covered with roof tiles,Living area127 m²External storage space10 m²,127 m²,10 m²,173 m²,384 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,"Outdoor awning, skylight, mechanical ventilation and sliding door",C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2015, in ownership)",173 m²,Full ownership,Back garden and front garden,"69 m² (12,5 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Detached brick storage,Electricity,Public parking,no
