header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Bratislavahof 19,2548 TG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88025828-bratislavahof-19/?navigateSource=resultlist,20220131_194425,"€ 400,000 kosten koper","€ 4,706    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,"Single-family home, corner house (residential property facing inner courtyard)",Resale property,1999,With carpets and curtains,Flat roof,Living area85 m²External storage space8 m²,85 m²,8 m²,107 m²,295 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,Optical fibre and mechanical ventilation,A        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"INTERGAS (2020, in ownership)",107 m²,Back garden,Detached brick storage,Electricity,"Paid parking, public parking and resident's parking permits",no
