header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Derde Wittenburgerdwarsstraat 77,1018 KR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42680815-derde-wittenburgerdwarsstraat-77/?navigateSource=resultlist,20220130_221903,"€ 420,000 kosten koper","€ 7,500    The asking price per m² (€ 420,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 122.00 per month,Upstairs apartment (apartment),Resale property,1989,Living area56 m²Exterior space attached to the building4 m²External storage space5 m²,56 m²,4 m²,5 m²,184 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,A        What does this mean?,Yes,Yes,Yes (€ 122.00 per month),Yes,Yes,Yes,no
