header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rhenenstraat 120,2546 TX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050582-rhenenstraat-120/?navigateSource=resultlist,20220131_200320,"€ 269,500 kosten koper","€ 3,247    The asking price per m² (€ 269,500) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1936,Gable roof covered with roof tiles,Living area83 m²,83 m²,285 m³,3 rooms (2 bedrooms),1 bathroom,Bath,2 stories,2nd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas hre (gas-fired combination boiler from 2020, in ownership)",Full ownership,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
