header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Hot water,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Trouringhstraat 40 huis,1055 HC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88972554-trouringhstraat-40-huis/?navigateSource=resultlist,20220129_201946,"€ 685,000 kosten koper","€ 7,211    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,€ 91.00 per month,Ground-floor apartment,Resale property,1940,Living area95 m²Exterior space attached to the building8 m²,95 m²,8 m²,317 m³,4 rooms (3 bedrooms),2 stories,Ground floor,Not available,CH boiler,Municipal long-term lease,Paid until 31-10-2044,Yes,Yes,Yes (€ 91.00 per month),Yes,Yes,Yes,no
