header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Area,Location,Garden,Shed / storage,Facilities,error
Hertogshoef 128,4941 KE Raamsdonksveer        ,https://www.funda.nl/en/koop/raamsdonksveer/huis-88872236-hertogshoef-128/?navigateSource=resultlist,20220129_210724,"€ 275,000 kosten koper","€ 2,523    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1972,Living area109 m²,109 m²,186 m²,376 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,C        What does this mean?,Roof insulation and insulated walls,186 m²,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Electricity,no
