header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Appartement B (Bouwnr. 38),4876 AS Etten-Leur        ,https://www.funda.nl/en/koop/etten-leur/appartement-41341576-appartement-b-bouwnr-38/?navigateSource=resultlist,20220130_124237,"€ 398,000 vrij op naam","€ 4,189    The asking price per m² (€ 398,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2023,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area95 m²,95 m²,275 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,Balanced ventilation system,A        What does this mean?,Double glazing and completely insulated,"Geothermal heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating,"Alongside park, alongside a quiet road, alongside water and in residential district",Balcony present,Storage box,Underground parking,Parking garage,no
