header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Garden,Shed / storage,Insulation.1,Type of garage,error
Type B tweekapper (Bouwnr. 3),5541 Reusel        ,https://www.funda.nl/en/koop/reusel/huis-42546848-type-b-tweekapper-bouwnr-3/?navigateSource=resultlist,20220128_012514,"€ 540,000 vrij op naam","€ 3,553    The asking price per m² (€ 540,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2023,Flat roof covered with plastic,Living area152 m²,152 m²,594 m³,5 rooms (4 bedrooms),1 bathroom,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Back garden and front garden,Built-in,Completely insulated,Carport,no
