header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Garden,Balcony/roof garden,Shed / storage,Type of garage,error
Eensgezinswoning XL (Bouwnr. 74),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-41397561-eensgezinswoning-xl-bouwnr-74/?navigateSource=resultlist,20220131_161723,"€ 1,035,000 vrij op naam","€ 4,882    The asking price per m² (€ 1,035,000) is calculated by dividing the asking price of the home by the living area (212 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Living area212 m²,212 m²,572 m³,7 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,4 stories,A        What does this mean?,District heating and complete floor heating,Back garden,Balcony present,Built-in,Underground parking,no
