header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Amazonelaan 167,1448 XN Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42689562-amazonelaan-167/?navigateSource=resultlist,20220129_040132,"€ 500,000 kosten koper","€ 2,674    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (187 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,2000,Living area187 m²Exterior space attached to the building5 m²External storage space11 m²,187 m²,5 m²,11 m²,155 m²,641 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,155 m²,Full ownership,Alongside busy road and in residential district,Back garden,66 m² (11 meter deep and 6 meter broad),Located at the southeast accessible via the rear,Detached brick storage,Electricity,Public parking,no
