header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Shed / storage,Type of parking facilities,error
Anemoonstraat,4621 Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/appartement-42547813-anemoonstraat/?navigateSource=resultlist,20220127_223725,"€ 265,000 vrij op naam","€ 3,155    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Living area84 m²Other space inside the building3 m²Exterior space attached to the building9 m²External storage space5 m²,84 m²,3 m²,9 m²,5 m²,260 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,6 stories,Elevator and mechanical ventilation,Not available,Completely insulated,Heat pump,"Alongside park, alongside water, in center and in residential district",Built-in,Public parking,no
