header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Eengezinswoning L (Bouwnr. 211),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42568050-eengezinswoning-l-bouwnr-211/?navigateSource=resultlist,20220131_153404,"€ 855,000 vrij op naam","€ 5,278    The asking price per m² (€ 855,000) is calculated by dividing the asking price of the home by the living area (162 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Politiekeurmerk and SWK garantiecertificaat,Living area162 m²Exterior space attached to the building31 m²,162 m²,31 m²,458 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Balanced ventilation system, optical fibre, elevator, mechanical ventilation and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,Back garden,"28 m² (7,15 meter deep and 3,97 meter broad)",Located at the northwest,Balcony present,Built-in,Underground parking,Parking garage,no
