header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,Location,error
Visserstuin 9 ong,3319 LL Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/bouwgrond-41682743-visserstuin-9-ong/?navigateSource=resultlist,20220129_082601,"€ 499,000 vrij op naam",6+ months,Sold under reservation,Available in consultation,Building plot,"1,187 m²",1.187 m²,Full ownership,In residential district and rural,no
