header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Garden,error
Watertorenstraat 31,5038 NS Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-87607479-watertorenstraat-31/?navigateSource=resultlist,20220129_031426,"€ 254,500 kosten koper","€ 2,401    The asking price per m² (€ 254,500) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1931-1944,Living area106 m²Exterior space attached to the building8 m²,106 m²,8 m²,107 m²,325 m³,5 rooms (4 bedrooms),2 stories and a attic,F        What does this mean?,107 m²,Back garden and front garden,no
