header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Hot water,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Brandemeerplantsoen 9,2652 PB Berkel en Rodenrijs        ,https://www.funda.nl/en/koop/berkel-en-rodenrijs/huis-88049864-brandemeerplantsoen-9/?navigateSource=resultlist,20220129_181853,"€ 475,000 kosten koper","€ 3,958    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,2012,Gable roof covered with roof tiles,Living area120 m²External storage space9 m²,120 m²,9 m²,146 m²,430 m³,5 rooms (3 bedrooms),3 stories,"Skylight, optical fibre and mechanical ventilation",A        What does this mean?,Completely insulated,CH boiler,146 m²,In residential district,Back garden,60 m² (12 meter deep and 5 meter broad),Located at the south accessible via the rear,Detached wooden storage,Electricity,Parking place,Parking on private property and public parking,no
