header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
De Streek 11,9172 NJ Ferwert        ,https://www.funda.nl/en/koop/ferwert/huis-88031747-de-streek-11/?navigateSource=resultlist,20220129_015145,"€ 130,000 kosten koper","€ 1,733    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 130,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1900,Gable roof covered with roof tiles,Living area75 m²Other space inside the building18 m²,75 m²,18 m²,154 m²,375 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories,G        What does this mean?,CH boiler and gas heaters,AWB (gas-fired from 2009),154 m²,Full ownership,Alongside a quiet road,Parking on private property,no
