header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Insulation.1,Type of parking facilities,error
Esdoornstraat 31,7545 HK Enschede        ,https://www.funda.nl/en/koop/enschede/huis-42678465-esdoornstraat-31/?navigateSource=resultlist,20220128_050009,"€ 245,000 kosten koper","€ 2,579    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1955,Gable roof covered with asphalt roofing and roof tiles,Living area95 m²Exterior space attached to the building13 m²External storage space19 m²,95 m²,13 m²,19 m²,144 m²,290 m³,4 rooms (3 bedrooms),2 separate toilets,3 stories,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Remeha Quinta (gas-fired combination boiler from 2007, in ownership)",144 m²,Full ownership,In residential district,Back garden,Detached brick storage,Electricity and running water,"Roof insulation, double glazing and insulated walls",Public parking,no
