header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Garden,Balcony/roof garden,Type of parking facilities,error
Eensgezinswoning L (Bouwnr. 144),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-41397565-eensgezinswoning-l-bouwnr-144/?navigateSource=resultlist,20220129_100932,"€ 847,500 vrij op naam","€ 5,330    The asking price per m² (€ 847,500) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Living area159 m²,159 m²,507 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,Back garden and front garden,Balcony present,Parking garage,no
