header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Rivierdijk 776,3371 EL Hardinxveld-Giessendam        ,https://www.funda.nl/en/koop/hardinxveld-giessendam/huis-88971696-rivierdijk-776/?navigateSource=resultlist,20220128_041524,"€ 200,000 kosten koper","€ 3,333    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,"Single-family home, detached residential property",Resale property,1906-1930,Gable roof,Living area60 m²External storage space3 m²,60 m²,3 m²,42 m²,207 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Mechanical ventilation,G        What does this mean?,CH boiler,CH boiler,"Intergas ( combination boiler from 2013, in ownership)",42 m²,Full ownership,Alongside a quiet road and in residential district,Public parking,no
