header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Prinsenstraat 4,1015 DC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88865091-prinsenstraat-4/?navigateSource=resultlist,20220131_002104,"€ 915,000 kosten koper","€ 10,398    The asking price per m² (€ 915,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Property alongside canal, semi-detached residential property",Resale property,Before 1906,Living area88 m²Other space inside the building3 m²,88 m²,3 m²,28 m²,336 m³,5 rooms (1 bedroom),3 bathrooms and 1 separate toilet,2 showers and toilet,5 stories,TV via cable,Not available,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",28 m²,Full ownership,In center,"Paid parking, public parking and resident's parking permits",no
