header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Garden,Type of garage,Capacity,error
Cosseehof 2,3054 RA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42412806-cosseehof-2/?navigateSource=resultlist,20220126_172650,"€ 675,000 vrij op naam","€ 3,729    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (181 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Flat roof,Living area181 m²Exterior space attached to the building44 m²,181 m²,44 m²,480 m³,6 rooms (4 bedrooms),2 separate toilets,4 stories,Not available,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,Sun terrace,Built-in,2 cars,no
