header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,error
Het Poortgebouw type E (Bouwnr. 206),2597 AX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42476440-het-poortgebouw-type-e-bouwnr-206/?navigateSource=resultlist,20220131_224802,"€ 795,000 vrij op naam","€ 6,211    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2021,Flat roof covered with asphalt roofing,Living area128 m²,128 m²,347 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Toilet,1 story,"Elevator, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Full ownership,Full ownership,In residential district,Balcony present,Storage box,Electricity,Underground parking and parking place,no
