header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Koppestokstraat 66,3554 BE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42673393-koppestokstraat-66/?navigateSource=resultlist,20220131_152710,"€ 350,000 kosten koper","€ 5,385    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1931,Partly furnished with carpets and curtains,Flat roof covered with asphalt roofing,Living area65 m²Other space inside the building11 m²,65 m²,11 m²,88 m²,210 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,F        What does this mean?,Double glazing and energy efficient window,CH boiler,CH boiler,Intergas ( combination boiler from 2011),88 m²,Full ownership,Back garden,"22 m² (9,25 meter deep and 2,4 meter broad)",Located at the southwest,Attached brick storage,"Electricity, heating and running water",Public parking,no
