header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Gerbergastraat 3,6132 ED Sittard        ,https://www.funda.nl/en/koop/sittard/huis-42668554-gerbergastraat-3/?navigateSource=resultlist,20220129_070837,"€ 229,000 kosten koper","€ 2,313    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 229,000) is calculated by dividing the asking price of the home by the living area (99 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, linked semi-detached residential property",Resale property,1991,Living area99 m²Other space inside the building45 m²,99 m²,45 m²,201 m²,487 m³,4 rooms (3 bedrooms),2 stories and a attic,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2020, in ownership",201 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Attached brick garage,1 car,no
