header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Oranjeboomstraat 137,4812 EC Breda        ,https://www.funda.nl/en/koop/breda/huis-42655974-oranjeboomstraat-137/?navigateSource=resultlist,20220128_232334,"€ 349,000 kosten koper","€ 3,173    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1922,Flat roof covered with asphalt roofing,Living area110 m²Exterior space attached to the building17 m²,110 m²,17 m²,143 m²,363 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,TV via cable,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2018, in ownership)",143 m²,Full ownership,In residential district,Back garden,11 meter deep and 7 meter broad,Located at the east accessible via the rear,Attached brick storage,Public parking,no
