header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Burg ten Veldestr 63,8281 ZP Genemuiden        ,https://www.funda.nl/en/koop/genemuiden/huis-88902811-burg-ten-veldestr-63/?navigateSource=resultlist,20220129_022956,"€ 225,000 kosten koper","€ 2,778    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1930,Hipped roof,Living area81 m²External storage space60 m²,81 m²,60 m²,153 m²,305 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,TV via cable,C        What does this mean?,Roof insulation and partly double glazed,CH boiler and gas heaters,CH boiler,2004,153 m²,"Alongside a quiet road, in center and in residential district",Back garden,65 m² (13 meter deep and 13 meter broad),Located at the northeast accessible via the rear,Detached brick garage,1 car,no
