header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Van Houtenstraat 14,4623 XL Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-42548646-van-houtenstraat-14/?navigateSource=resultlist,20220129_025220,"€ 239,000 kosten koper","€ 1,927    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1971,Gable roof covered with roof tiles,Living area124 m²Exterior space attached to the building7 m²External storage space9 m²,124 m²,7 m²,9 m²,175 m²,431 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,E        What does this mean?,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler, in ownership)",175 m²,Full ownership,In residential district,Back garden and front garden,Balcony present,Detached brick storage,Public parking,no
