header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Balcony/roof garden,error
De Edelman 1.2 (Bouwnr. 2),9251 GE Burgum        ,https://www.funda.nl/en/koop/burgum/appartement-42452073-de-edelman-12-bouwnr-2/?navigateSource=resultlist,20220129_022729,"€ 349,000 vrij op naam","€ 3,422    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Galleried apartment,New property,2021,Woningborg garantiecertificaat,Living area102 m²,102 m²,400 m³,4 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,1st floor,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,Balcony present,no
