header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Insulation.1,Type of garage,Type of parking facilities,error
Spoorstraat 32 -34,7051 CK Varsseveld        ,https://www.funda.nl/en/koop/varsseveld/appartement-88946869-spoorstraat-32-34/?navigateSource=resultlist,20220128_022836,"€ 330,000 vrij op naam","€ 4,074    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Galleried apartment (apartment),New property,2022,Accessible for seniors,Living area81 m²Exterior space attached to the building8 m²External storage space6 m²,81 m²,8 m²,6 m²,240 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,A+        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Electrical boiler,In center,Built-in,Completely insulated,Parking place,Parking on private property,no
