header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vespuccistraat 81 -2,1056 SJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42521625-vespuccistraat-81-2/?navigateSource=resultlist,20220130_200508,"€ 425,000 kosten koper","€ 7,083    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 150 per month,2 months,Sold under reservation,Available in consultation,Mezzanine,Resale property,1925,Living area60 m²Other space inside the building1 m²Exterior space attached to the building7 m²,60 m²,1 m²,7 m²,205 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,4 stories,2nd floor,D        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Combination boiler from 2017,Full ownership,In center and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
