header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Esschilderstraat 1 A,2012 BB Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42682391-esschilderstraat-1-a/?navigateSource=resultlist,20220129_043941,"€ 500,000 kosten koper","€ 5,051    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (99 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1894,Partly furnished with carpets and curtains,Combination roof covered with asphalt roofing and roof tiles,Living area99 m²External storage space7 m²,99 m²,7 m²,80 m²,350 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,Solar panels,B        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Remeha Avanta ( combination boiler from 2008, in ownership)",80 m²,Full ownership,In residential district,Back garden,"29 m² (6,35 meter deep and 4,57 meter broad)",Located at the southeast,Resident's parking permits,no
