header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Facilities,Insulation.1,Type of parking facilities,error
Zeeweg 53 D,1753 BB Sint Maartensvlotbrug        ,https://www.funda.nl/en/koop/sint-maartensvlotbrug/appartement-41367502-zeeweg-53-d/?navigateSource=resultlist,20220128_013527,"€ 460,000 vrij op naam","€ 3,622    The asking price per m² (€ 460,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Maisonnette (apartment),New property,2020,Gable roof,Living area127 m²Exterior space attached to the building13 m²External storage space5 m²,127 m²,13 m²,5 m²,430 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,2nd floor,Not available,Completely insulated,CH boiler and complete floor heating,CH boiler,"HR-CV-Ketels (gas-fired combination boiler from 2021, in ownership)",Unobstructed surrounding view,Balcony present,Built-in,Electricity,Completely insulated,Public parking,no
