header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Esserstraat 30,4813 EK Breda        ,https://www.funda.nl/en/koop/breda/huis-88996121-esserstraat-30/?navigateSource=resultlist,20220129_172052,"€ 325,000 kosten koper","€ 3,652    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1928,Flat roof covered with asphalt roofing,Living area89 m²Exterior space attached to the building1 m²External storage space14 m²,89 m²,1 m²,14 m²,95 m²,321 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,G        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2019, in ownership",95 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and sun terrace,30 m² (10 meter deep and 3 meter broad),Located at the east accessible via the rear,Attached brick storage,Electricity,Public parking,no
