header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Plot size,Area,Ownership situation,error
Laan van Spartaan 2 PP,1061 MA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41247618-laan-van-spartaan-2-pp/?navigateSource=resultlist,20220130_191939,"€ 27,500 vrij op naam",6+ months,Available,Available in consultation,Parking place,Resale property,1,"4,285 m²",4.285 m²,Full ownership,no
