header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cosunpark 1 e4,4814 ND Breda        ,https://www.funda.nl/en/koop/breda/appartement-42412923-cosunpark-1-e4/?navigateSource=resultlist,20220129_035537,"€ 545,000 vrij op naam","€ 5,142    The asking price per m² (€ 545,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under option,Available in consultation,Apartment with shared street entrance,New property,After 2020,Flat roof covered with asphalt roofing,Living area106 m²Exterior space attached to the building19 m²,106 m²,19 m²,410 m³,3 rooms (2 bedrooms),1 separate toilet,6 stories,5th floor,"Balanced ventilation system, optical fibre, elevator, passive ventilation system and TV via cable",Not available,"Roof insulation, energy efficient window, insulated walls, floor insulation and completely insulated","Geothermal heating, complete floor heating and heat pump",Electrical boiler (rental),In residential district,Balcony present,Built-in,Electricity,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
