header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities,Type of parking facilities,error
Trooststraat 78,2525 GV Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88990679-trooststraat-78/?navigateSource=resultlist,20220131_220733,"€ 399,000 kosten koper","€ 3,470    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1999,Flat roof covered with asphalt roofing and roof tiles,Living area115 m²External storage space7 m²,115 m²,7 m²,111 m²,360 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,Intergas (gas-fired),111 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,70 m² (14 meter deep and 5 meter broad),Detached wooden storage,Electricity,Paid parking and public parking,no
