header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Waterigeweg 13 3,3703 CL Zeist        ,https://www.funda.nl/en/koop/zeist/appartement-42681060-waterigeweg-13-3/?navigateSource=resultlist,20220129_093356,"€ 225,000 kosten koper","€ 4,592    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (49 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 115.00 per month,Galleried apartment (apartment),Resale property,1960,Flat roof covered with asphalt roofing,Living area49 m²External storage space4 m²,49 m²,4 m²,160 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired from 2015, in ownership)",Full ownership,"Alongside busy road, in center and unobstructed surrounding view",Storage box,Public parking,Yes,Yes,Yes (€ 115.00 per month),Yes,Yes,Yes,no
