header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mient 276,2564 LK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88980775-mient-276/?navigateSource=resultlist,20220131_192554,"€ 450,000 kosten koper","€ 4,206    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,Ground-floor apartment (apartment),Resale property,1933,Flat roof covered with asphalt roofing,Living area107 m²External storage space11 m²,107 m²,11 m²,435 m³,4 rooms (3 bedrooms),1 bathroom,Bath and shower,1 story,Ground floor,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Vaillant (gas-fired from 2011, in ownership)",Full ownership,Back garden,Public parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
