header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Balcony/roof garden,Type of parking facilities,error
Jaarsveldstraat 184,2546 CV Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88909280-jaarsveldstraat-184/?navigateSource=resultlist,20220131_205650,"€ 389,000 kosten koper","€ 3,777    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1939,Gable roof covered with asphalt roofing and roof tiles,Energie Prestatie Advies,Living area103 m²Exterior space attached to the building4 m²External storage space7 m²,103 m²,4 m²,7 m²,109 m²,380 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories and a loft,"Skylight, passive ventilation system and TV via cable",D        What does this mean?,Roof insulation and energy efficient window,CH boiler,Central facility,"Vaillant (gas-fired combination boiler from 2017, in ownership)",109 m²,Full ownership,Back garden,Balcony present,Public parking and resident's parking permits,no
