header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of garage,Capacity,Facilities.1,error
Wilgenpad 13,5995 AK Kessel        ,https://www.funda.nl/en/koop/kessel/huis-42598600-wilgenpad-13/?navigateSource=resultlist,20220129_085946,"€ 210,000 kosten koper","€ 2,143    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1974,Flat roof covered with asphalt roofing,Living area98 m²External storage space21 m²,98 m²,21 m²,153 m²,328 m³,5 rooms (3 bedrooms),2 stories,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"AWB (gas-fired combination boiler from 2005, in ownership)",153 m²,Full ownership,Back garden,"37 m² (8,1 meter deep and 4,6 meter broad)",Located at the west,Detached brick storage,Electricity and running water,Detached brick garage,1 car,Electricity,no
