header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Balistraat 59 k,3531 PV Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88905410-balistraat-59-k/?navigateSource=resultlist,20220131_160659,"€ 309,000 kosten koper","€ 9,968    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (31 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available immediately,Maisonnette (apartment),Resale property,1956,With carpets and curtains,Combination roof covered with roof tiles,Living area31 m²Other space inside the building17 m²,31 m²,17 m²,162 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,1st floor,Mechanical ventilation and passive ventilation system,D        What does this mean?,"Roof insulation, double glazing and insulated walls",Communal central heating and CH boiler,CH boiler and central facility,In ownership,Full ownership,In center and in residential district,Paid parking and resident's parking permits,Yes,No,Yes,No,Yes,Yes,no
