header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Italiëkade 8,2678 ZS De Lier        ,https://www.funda.nl/en/koop/de-lier/huis-88033511-italiekade-8/?navigateSource=resultlist,20220129_164425,"€ 450,000 kosten koper","€ 3,689    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",New property,2022,Gable roof covered with roof tiles,GIW Waarborgcertificate,Living area122 m²External storage space5 m²,122 m²,5 m²,111 m²,458 m³,5 rooms (4 bedrooms),2 stories and a attic,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating and partial floor heating,Central facility,111 m²,Full ownership,In residential district,Back garden,"47 m² (9 meter deep and 5,2 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Public parking,no
