header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schubertsingel 71,5216 XA Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-88908017-schubertsingel-71/?navigateSource=resultlist,20220201_112535,"€ 327,500 kosten koper","€ 5,955    The asking price per m² (€ 327,500) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 90 per month,7 weeks,Sold under reservation,Available on immediately,€ 90.00 per month,Upstairs apartment (apartment with open entrance to street),Resale property,2018,Living area55 m²Exterior space attached to the building8 m²External storage space4 m²,55 m²,8 m²,4 m²,140 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,A        What does this mean?,Full ownership,Parking on private property,Yes,Yes,Yes (€ 90.00 per month),Yes,Yes,Yes,no
