header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Gasthuisstraat 104,5931 NW Tegelen        ,https://www.funda.nl/en/koop/tegelen/huis-88042201-gasthuisstraat-104/?navigateSource=resultlist,20220128_083640,"€ 210,000 kosten koper","€ 2,019    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1910,Living area104 m²Other space inside the building10 m²External storage space6 m²,104 m²,10 m²,6 m²,70 m²,380 m³,7 rooms (3 bedrooms),1 bathroom,Bath and shower,4 stories,Rolldown shutters and TV via cable,G        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2009, in ownership",70 m²,Full ownership,Side garden,Detached wooden storage,Public parking,no
