header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,error
Middenweg 20 E,1097 BM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519589-middenweg-20-e/?navigateSource=resultlist,20220130_210124,"€ 435,000 vrij op naam","€ 9,457    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Living area46 m²,46 m²,139 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,Elevator and mechanical ventilation,Not available,Completely insulated,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,no
