header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Front garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Kerkelaan 3,1851 HC Heiloo        ,https://www.funda.nl/en/koop/heiloo/huis-42685720-kerkelaan-3/?navigateSource=resultlist,20220128_065511,"€ 595,000 kosten koper","€ 3,967    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1928,Partly furnished with carpets and curtains,Living area150 m²External storage space5 m²,150 m²,5 m²,156 m²,480 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,TV via cable,C        What does this mean?,CH boiler,CH boiler,Combination boiler from 2008,156 m² (part of parcel),Full ownership,In residential district,Front garden and side garden,50 m² (10 meter deep and 5 meter broad),Located at the east,Detached wooden storage,Electricity,Public parking,no
