header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Type of parking facilities,error
Anna Bijnsstraat (Bouwnr. 31),4532 CV Terneuzen        ,https://www.funda.nl/en/koop/terneuzen/appartement-87263305-anna-bijnsstraat-bouwnr-31/?navigateSource=resultlist,20220128_075816,"€ 230,495 vrij op naam","€ 3,659    The asking price per m² (€ 230,495) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2020,Living area63 m²,63 m²,213 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,A        What does this mean?,Balcony present,Parking on gated property,no
