header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Zandooghof 2,3544 VK Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42682826-zandooghof-2/?navigateSource=resultlist,20220131_155334,"€ 425,000 kosten koper","€ 4,009    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2001,Gable roof covered with roof tiles,Living area106 m²External storage space7 m²,106 m²,7 m²,122 m²,355 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,District heating,Central facility,122 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"51 m² (10 meter deep and 5,05 meter broad)",Located at the north accessible via the rear,Detached wooden storage,no
