header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Hillenraadt 46,1083 AJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42517753-hillenraadt-46/?navigateSource=resultlist,20220130_202029,"€ 800,000 kosten koper","€ 5,031    The asking price per m² (€ 800,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1962,Living area159 m²,159 m²,162 m²,550 m³,9 rooms (7 bedrooms),1 bathroom and 1 separate toilet,"Steam cabin, bath and toilet",3 stories,Steam cabin,C        What does this mean?,Double glazing and energy efficient window,CH boiler and gas heater,CH boiler,"HR Combiketel ( combination boiler from 2012, in ownership)",162 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  29-02-2036),In residential district,Back garden and front garden,55 m² (11 meter deep and 5 meter broad),Located at the west accessible via the rear,Paid parking and resident's parking permits,no
