header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Loevesteinsingel 20,3077 HJ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88010943-loevesteinsingel-20/?navigateSource=resultlist,20220126_010115,"€ 289,500 kosten koper","€ 2,784    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof covered with roof tiles,Living area104 m²Exterior space attached to the building11 m²,104 m²,11 m²,90 m²,327 m³,5 rooms (4 bedrooms),3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler from 2021, lease",90 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,Public parking,no
