header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Kinderdijkstraat 89,5045 PB Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42531033-kinderdijkstraat-89/?navigateSource=resultlist,20220130_164515,"€ 385,000 kosten koper","€ 2,939    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,"Desirable residence/villa, semi-detached residential property",Resale property,1997,Flat roof covered with asphalt roofing,Living area131 m²Other space inside the building8 m²Exterior space attached to the building44 m²External storage space1 m²,131 m²,8 m²,44 m²,1 m²,243 m²,475 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,243 m²,Full ownership,Front garden,Roof terrace present,Built-in,Electricity,Carport,Public parking,no
