header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schoklandsestraat 3 c,3083 PA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88031061-schoklandsestraat-3-c/?navigateSource=resultlist,20220125_221442,"€ 175,000 kosten koper","€ 3,889    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available immediately,Apartment with shared street entrance (apartment),Resale property,1939,Flat roof covered with asphalt roofing,Living area45 m²Exterior space attached to the building3 m²External storage space14 m²,45 m²,3 m²,14 m²,152 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,3rd floor,TV via cable,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2016, in ownership",Balcony present,Built-in,Paid parking,Yes,Yes,Yes,Yes,Yes,Yes,no
