header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Merwedestraat 28,2025 PB Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-88041003-merwedestraat-28/?navigateSource=resultlist,20220128_083824,"€ 345,000 kosten koper","€ 5,476    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1930,Flat roof,Living area63 m²External storage space4 m²,63 m²,4 m²,48 m²,227 m³,3 rooms (2 bedrooms),2 stories,D        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,Electrical boiler,2009,48 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,10 m² (3 meter deep and 4 meter broad),Located at the west,no
