header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Petrus Dondersstraat 50,5614 AH Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42673644-petrus-dondersstraat-50/?navigateSource=resultlist,20220201_014856,"€ 550,000 kosten koper","€ 4,104    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1948,Living area134 m²Other space inside the building12 m²External storage space6 m²,134 m²,12 m²,6 m²,215 m²,510 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,"3 stories, a/an loft and a basement","Air conditioning, solar collectors and solar panels",C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler and solar boiler,"Combination boiler, in ownership",215 m²,Full ownership,Back garden and front garden,138 m² (23 meter deep and 6 meter broad),Located at the southwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
