header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
van Coehoornplein 11,5223 BT Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42672862-van-coehoornplein-11/?navigateSource=resultlist,20220201_110553,"€ 225,000 kosten koper","€ 4,327    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 162.72 per month,Galleried apartment,Resale property,1955,Flat roof,Living area52 m²Other space inside the building1 m²Exterior space attached to the building6 m²,52 m²,1 m²,6 m²,172 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Sliding door,F        What does this mean?,Double glazing,Gas heaters,Electrical boiler,Full ownership,In residential district,Balcony present,Built-in,Yes,Yes,Yes (€ 162.72 per month),Yes,No,Yes,no
