header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Type of garage,Capacity,error
Hertogstraat 55,4881 CB Zundert        ,https://www.funda.nl/en/koop/zundert/huis-42679442-hertogstraat-55/?navigateSource=resultlist,20220127_220714,"€ 295,000 kosten koper","€ 3,242    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1959,Living area91 m²Other space inside the building3 m²Exterior space attached to the building13 m²External storage space33 m²,91 m²,3 m²,13 m²,33 m²,215 m²,326 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,F        What does this mean?,215 m²,Full ownership,Surrounded by garden,Detached brick garage,1 car,no
