header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Capacity,Facilities,Insulation,error
Dr Berlagelaan 64,5622 HD Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88021133-dr-berlagelaan-64/?navigateSource=resultlist,20220201_005408,"€ 335,000 kosten koper","€ 3,284    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960,Gable roof covered with roof tiles,Living area102 m²External storage space31 m²,102 m²,31 m²,158 m²,344 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,E        What does this mean?,Partial floor heating,CH boiler,158 m²,Full ownership,In residential district,Back garden and front garden,"80 m² (13,4 meter deep and 5,97 meter broad)",Located at the northeast,Detached brick storage,Attached brick garage,2 cars,Electrical door and electricity,Double glazing,no
