header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Burmanstraat 12 1,1091 SJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88047969-burmanstraat-12-1/?navigateSource=resultlist,20220130_234030,"€ 595,000 kosten koper","€ 8,750    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 50.00 per month,Mezzanine,Resale property,1885,Living area68 m²Exterior space attached to the building10 m²,68 m²,10 m²,234 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,G        What does this mean?,CH boiler,CH boiler,Full ownership,Balcony present,Paid parking and resident's parking permits,Yes,No,No,Yes,No,Yes,no
