header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Timorstraat 10,5215 AT Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42532629-timorstraat-10/?navigateSource=resultlist,20220129_194538,"€ 450,000 kosten koper","€ 4,286    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1938,Gable roof covered with roof tiles,Bouwkundige keuring,Living area105 m²Exterior space attached to the building2 m²,105 m²,2 m²,97 m²,360 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Intergas HR eco (gas-fired combination boiler from 2015, in ownership)",97 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"28 m² (8 meter deep and 4,5 meter broad)",Located at the west accessible via the rear,Public parking,no
