header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haarlemmer Houttuinen 317,1013 GM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42559347-haarlemmer-houttuinen-317/?navigateSource=resultlist,20220130_195555,"€ 650,000 kosten koper","€ 5,417    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,€ 129.35 per month,Ground-floor apartment,Resale property,1982,Living area120 m²,120 m²,483 m³,3 rooms (2 bedrooms),1 story,Ground floor,Mechanical ventilation and TV via cable,Not available,Double glazing,CH boiler,CH boiler,"Gas-fired from 2017, in ownership",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-12-2029),Paid until 15-12-2029,Back garden,Not yet present but possible,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 129.35 per month),Yes,Yes,Yes,no
