header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Garden,Back garden,Type of garage,Type of parking facilities,error
C.02 - 4 Kamerappartement met tuin (Bouwnr. 1),1031 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42545649-c02-4-kamerappartement-met-tuin-bouwnr-1/?navigateSource=resultlist,20220131_001516,"€ 820,500 vrij op naam","€ 7,528    The asking price per m² (€ 820,500) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,SWK garantiecertificaat,Living area109 m²,109 m²,325 m³,4 rooms (3 bedrooms),5 stories,1st floor,Elevator and mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,Central facility and district heating,Back garden,"42 m² (0,08 meter deep and 0,05 meter broad)",Underground parking and parking place,Parking garage,no
